"Module","Topic","EnglishTerm","Chinese","SimpleEnglish","ChineseExplanation","SourceFile","RawFile","CandidateType"
"01","Artificial Intelligence","system","绯荤粺","The complete mechanism that receives input and returns output.","浠庢帴鏀朵俊鎭埌缁欏嚭缁撴灉鐨勪竴鏁村涓滆タ銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","rule","瑙勫垯","An explicit instruction for what to do in a situation.","棰勫厛鍐欏ソ鐨勨€滃鏋滆繖鏍凤紝灏遍偅鏍峰仛鈥濄€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","learned pattern","瀛﹀埌鐨勬ā寮?","A relationship a model derives from examples.","绯荤粺浠庝緥瀛愪腑鑷繁鎬荤粨鍑虹殑瑙勫緥銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","fixed rule","鍥哄畾瑙勫垯","A rule explicitly defined in advance.","寮€鍙戣€呮彁鍓嶅啓姝荤殑瑙勫垯銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","rule-based AI","鍩轰簬瑙勫垯鐨勪汉宸ユ櫤鑳?","AI that uses explicit rules to produce behavior.","涓昏闈犻鍏堝啓濂界殑瑙勫垯宸ヤ綔鐨?AI銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","fixed-rule automation","鍥哄畾瑙勫垯鑷姩鍖?","Automation that follows predefined if/then rules.","鎸夊浐瀹氣€滃鏋?閭ｄ箞鈥濇潯浠惰嚜鍔ㄦ墽琛屻€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","if/then rule","濡傛灉/閭ｄ箞瑙勫垯","A condition followed by a prescribed action.","濡傛灉婊¤冻鏉′欢锛屽氨鎵ц鎸囧畾鍔ㄤ綔銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","automation","鑷姩鍖?","A process carried out automatically, often with fixed rules.","涓嶉渶瑕佷汉姣忔鎿嶄綔銆佽嚜鍔ㄥ畬鎴愮殑娴佺▼銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","pattern-based system","鍩轰簬妯″紡鐨勭郴缁?","A system that uses learned or detected patterns.","渚濋潬鍙戠幇鎴栧鍒扮殑瑙勫緥鏉ュ鐞嗕簨鎯呯殑绯荤粺銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","classify","鍒嗙被","Put an input into a category.","鍒ゆ柇涓€涓笢瑗垮睘浜庡摢涓€绫汇€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","classification","鍒嗙被","The task of assigning a label or category.","缁欒緭鍏ヨ创涓婄被鍒爣绛俱€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","label","鏍囩","A category name or expected answer attached to an example.","渚嬪瓙瀵瑰簲鐨勭被鍒悕绉版垨绛旀銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","score","鍒嗘暟锛涜瘎鍒?","A numerical value expressing a prediction or preference.","鐢ㄦ暟瀛楄〃绀哄彲鑳芥€с€佸ソ鍧忔垨浼樺厛绋嬪害銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","rank","鎺掑簭","Put items in an order of relevance or value.","鎸夌浉鍏虫€ф垨浠峰€兼帓鍑哄厛鍚庛€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","forecast","棰勬祴鍊硷紱棰勬祴","An estimate of a future value or event.","瀵规湭鏉ラ攢閲忋€侀渶姹傜瓑鐨勪及璁°€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","answer","鍥炵瓟","A response produced for a question or request.","绯荤粺閽堝闂鐢熸垚鐨勫洖搴斻€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","create","鍒涘缓锛涚敓鎴?","Produce something new.","浜у嚭涓€涓互鍓嶆病鏈夌殑缁撴灉銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","perform a task","鎵ц浠诲姟","Complete a requested piece of work.","鎸夎姹傛妸涓€浠朵簨鎯呭仛瀹屻€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","recognize","璇嗗埆","Identify a familiar pattern, object, or category.","鐪嬪嚭鐓х墖銆佺墿浣撴垨鍦烘櫙鏄粈涔堛€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","face recognition","浜鸿劯璇嗗埆","Identifying a face or face pattern in an image.","浠庣収鐗囬噷璇嗗埆浜鸿劯銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","object recognition","鐗╀綋璇嗗埆","Identifying objects in visual input.","鐪嬪嚭鍥剧墖閲屾湁鍝簺鐗╀綋銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","scene recognition","鍦烘櫙璇嗗埆","Identifying the type or content of a scene.","鍒ゆ柇鍥剧墖灞曠ず鐨勬槸鎬庢牱鐨勫満鏅€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","visual pattern","瑙嗚妯″紡","A meaningful pattern in image or visual data.","鍥剧墖涓鑹层€佸舰鐘躲€佽竟缂樼瓑缁勬垚鐨勮寰嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","sensor reading","浼犳劅鍣ㄨ鏁?","Information measured by a sensor.","浼犳劅鍣ㄩ噰闆嗗埌鐨勬俯搴︺€佷綅缃瓑鏁板€笺€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","photo","鐓х墖","An image that can be given to an AI system.","鍙互浜ょ粰 AI 鍒嗘瀽鐨勫浘鐗囥€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","document","鏂囨。","Written material used as input or source material.","鍙互琚鍙栧拰澶勭悊鐨勬枃瀛楁潗鏂欍€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","message","娑堟伅","A text input or communication to process.","浜ょ粰绯荤粺澶勭悊鐨勪竴娈垫枃瀛楁垨閫氱煡銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","invoice","鍙戠エ锛涜处鍗?","A business document containing billing fields and values.","璁板綍閲戦銆佹棩鏈熴€侀」鐩瓑淇℃伅鐨勫崟鎹€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","invoice processing","鍙戠エ澶勭悊","Reading invoice fields and checking unusual values.","鑷姩璇诲彇鍙戠エ鍐呭骞舵壘鍑哄紓甯搞€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","field","瀛楁","A named piece of structured information.","琛ㄦ牸鎴栬褰曚腑鐨勪竴涓俊鎭爮浣嶃€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","structured data","缁撴瀯鍖栨暟鎹?","Data organized into predictable fields or records.","鎸夊浐瀹氬瓧娈垫暣鐞嗗ソ鐨勬暟鎹€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","exception","寮傚父椤?","A case that needs attention or review.","涓嶇鍚堥鏈熴€侀渶瑕佷汉妫€鏌ョ殑鎯呭喌銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","face","浜鸿劯","A human face represented in visual input.","鍥剧墖閲岀殑浜鸿劯瀵硅薄銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","object","鐗╀綋","A recognizable thing in an image or scene.","鍥剧墖閲屽彲浠ヨ瘑鍒嚭鐨勫叿浣撲笢瑗裤€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","scene","鍦烘櫙","The overall setting shown in visual input.","鍥剧墖鏁翠綋鎵€琛ㄧ幇鐨勭幆澧冩垨鍦洪潰銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","business example","鍟嗕笟绀轰緥","An AI use case in a business process.","AI 鍦ㄤ紒涓氬伐浣滄祦绋嬩腑鐨勪竴涓敤娉曘€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","everyday example","鏃ュ父绀轰緥","An AI use case in ordinary daily life.","鏅€氫汉鏃ュ父浼氶亣鍒扮殑 AI 鐢ㄦ硶銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","model","妯″瀷","A reusable learned mechanism that maps inputs to outputs.","瀛︿細瑙勫緥鍚庯紝鍙互鍙嶅澶勭悊鏂拌緭鍏ョ殑绋嬪簭銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","trained model","璁粌濂界殑妯″瀷","A model that has learned from examples.","宸茬粡浠庝緥瀛愪腑瀛﹀埌瑙勫緥銆佸彲浠ヤ娇鐢ㄧ殑妯″瀷銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","learning","瀛︿範","Adjusting a system using examples or feedback.","閫氳繃渚嬪瓙鎴栧弽棣堥€愭笎鏀硅繘鍐呴儴瑙勫緥銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","training","璁粌","The process of turning examples into a usable model.","鐢ㄥぇ閲忎緥瀛愯妯″瀷瀛︿細瑙勫緥鐨勮繃绋嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","training data","璁粌鏁版嵁","Examples used to teach a model.","鐢ㄦ潵鏁欐ā鍨嬬殑渚嬪瓙闆嗗悎銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","example","绀轰緥锛涗緥瀛?","An input and possibly its expected outcome.","缁欑郴缁熷涔犳垨鍙傝€冪殑涓€涓渚嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","new input","鏂拌緭鍏?","Data the system receives for a current task.","鐜板湪鍒氫氦缁欐ā鍨嬨€佸彲鑳芥病瑙佽繃鐨勬暟鎹€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","unseen data","鏈鏁版嵁","Data not used during training.","璁粌鏃舵病鏈夌粰妯″瀷鐪嬭繃鐨勬暟鎹€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","inference","鎺ㄧ悊锛涙帹鏂?","Using a learned model on new data.","鐢ㄥ凡缁忓濂界殑妯″瀷澶勭悊鏂版暟鎹€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","learned model","瀛︿範寰楀埌鐨勬ā鍨?","A model containing patterns learned from data.","鎶婃暟鎹寰嬩繚鐣欎笅鏉ョ殑妯″瀷銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","internal values","鍐呴儴鏁板€?","Learned numbers used inside a model.","妯″瀷鍐呴儴鐢ㄦ潵琛ㄧず瑙勫緥鐨勪竴澶ф壒鏁板瓧銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","learned values","瀛﹀埌鐨勬暟鍊?","Internal numbers adjusted during training.","璁粌鏃朵笉鏂皟鏁淬€佹渶鍚庝繚鐣欎笅鏉ョ殑鏁板瓧銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","reduce errors","鍑忓皯閿欒","Make model results closer to expected outcomes.","璁╅娴嬪拰姝ｇ‘绛旀涔嬮棿鐨勫樊璺濆彉灏忋€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","error","閿欒锛涜宸?","The difference between a result and the expected outcome.","妯″瀷缁撴灉涓庢纭粨鏋滀箣闂寸殑宸窛銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","expected outcome","棰勬湡缁撴灉","The answer or result an example is meant to represent.","璁粌渚嬪瓙涓笇鏈涙ā鍨嬬粰鍑虹殑绛旀銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","prediction result","棰勬祴缁撴灉","The output produced by a predictive model.","妯″瀷瀵硅緭鍏ュ仛鍑虹殑棰勬祴銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","trained pattern","璁粌寰楀埌鐨勮寰?","A pattern preserved after learning from examples.","璁粌缁撴潫鍚庢ā鍨嬩繚鐣欎笅鏉ョ殑瑙勫緥銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","reusable model","鍙鐢ㄦā鍨?","A model that can be applied to many new inputs.","璁粌涓€娆″悗鍙互鍙嶅澶勭悊鏂版渚嬬殑妯″瀷銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","machine learning","鏈哄櫒瀛︿範","A way for computers to learn patterns from examples.","璁╃數鑴戜粠渚嬪瓙閲屽瑙勫緥锛岃€屼笉鏄瘡鏉¤鍒欓兘鎵嬪啓銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","ML","鏈哄櫒瀛︿範锛圡L锛?","Short name for Machine Learning.","鏈哄櫒瀛︿範鐨勮嫳鏂囩缉鍐欍€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","deep learning","娣卞害瀛︿範","Machine Learning using neural networks with many layers.","鐢ㄥ緢澶氬眰绁炵粡缃戠粶瀛︿範澶嶆潅瑙勫緥鐨勬柟娉曘€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","DL","娣卞害瀛︿範锛圖L锛?","Short name for Deep Learning.","娣卞害瀛︿範鐨勮嫳鏂囩缉鍐欍€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","neural network","绁炵粡缃戠粶","A network of learned layers that transforms input.","鐢卞灞傚彲瀛︿範璁＄畻鍗曞厓缁勬垚鐨勬ā鍨嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","multi-layer neural network","澶氬眰绁炵粡缃戠粶","A neural network with multiple processing layers.","鏈夊緢澶氬眰銆佽兘閫愭澶勭悊淇℃伅鐨勭缁忕綉缁溿€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","layer","灞?","One stage that transforms a representation.","绁炵粡缃戠粶涓€愭澶勭悊淇℃伅鐨勪竴灞傘€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","many layers","澶氬眰","Several successive transformations inside a network.","澶氬眰杩炵画澶勭悊锛岃€屼笉鏄彧澶勭悊涓€娆°€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","representation","琛ㄧず锛涜〃寰?","An internal form used to represent useful information.","妯″瀷鍐呴儴鐢ㄦ潵琛ㄨ揪淇℃伅鐨勫舰寮忋€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","raw data","鍘熷鏁版嵁","Data before the model transforms it.","杩樻病鏈夎妯″瀷鍔犲伐鐨勫師濮嬩俊鎭€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","learned layer","瀛︿範寰楀埌鐨勫眰","A network layer whose values are learned from data.","閫氳繃璁粌瀛︿細濡備綍杞崲淇℃伅鐨勪竴灞傘€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","early layer","鏃╂湡灞?","A layer that often detects simple signals.","閫氬父鍏堣瘑鍒竟缂樸€佸０闊崇墖娈电瓑绠€鍗曚俊鍙风殑灞傘€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","deeper layer","鏇存繁灞?","A later layer that combines simpler signals.","鎶婄畝鍗曚俊鍙风粍鍚堟垚澶嶆潅姒傚康鐨勫悗闈㈠眰銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","signal","淇″彿","A useful piece of information detected in data.","鏁版嵁涓彲琚埄鐢ㄧ殑涓€灏忔淇℃伅銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","pixel","鍍忕礌","A small unit of an image.","鍥剧墖涓渶灏忕殑棰滆壊鐐逛箣涓€銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","audio sample","闊抽閲囨牱","A numerical measurement of sound at a moment.","鐢佃剳璁板綍澹伴煶鏃跺緱鍒扮殑鏁板€肩偣銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","token","璇嶅厓锛涙爣璁?","A small unit of text processed by a language model.","璇█妯″瀷澶勭悊鏂囧瓧鏃跺垏鍒嗗嚭鐨勫崟浣嶃€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","token pattern","璇嶅厓妯″紡","A relationship among text units.","鏂囧瓧鍗曚綅涔嬮棿鍙嶅鍑虹幇鐨勫叧绯汇€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","language model","璇█妯″瀷","A model that learns patterns in language.","瀛︿範鏂囧瓧瑙勫緥銆佸彲浠ョ悊瑙ｆ垨鐢熸垚鏂囧瓧鐨勬ā鍨嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","vision model","瑙嗚妯″瀷","A model that processes images or other visual input.","澶勭悊鍥剧墖鍜岃瑙変俊鎭殑妯″瀷銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","audio model","闊抽妯″瀷","A model that processes sound or audio.","澶勭悊澹伴煶淇℃伅鐨勬ā鍨嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","text","鏂囨湰","Written language used as input or output.","鏂囧瓧褰㈠紡鐨勪俊鎭€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","transcribed text","杞啓鏂囨湰","Text converted from spoken audio.","鎶婅闊冲唴瀹硅浆鎹㈡垚鐨勬枃瀛椼€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","generated result","鐢熸垚缁撴灉","New content or output produced by a model.","妯″瀷鐜扮敓鎴愮殑鍐呭鎴栫粨鏋溿€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","generative AI","鐢熸垚寮忎汉宸ユ櫤鑳?","AI that creates new content from prompts or other input.","鏍规嵁鎻愮ず鍒涢€犳枃瀛椼€佸浘鐗囥€侀煶棰戠瓑鏂板唴瀹圭殑 AI銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","GenAI","鐢熸垚寮?AI锛圙enAI锛?","Short name for Generative AI.","鐢熸垚寮忎汉宸ユ櫤鑳界殑甯歌缂╁啓銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","generative model","鐢熸垚妯″瀷","A model that produces new output pieces or content.","鑳芥寜鐓ц寰嬬敓鎴愭柊鍐呭鐨勬ā鍨嬨€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","content generation","鍐呭鐢熸垚","Creating text, images, audio, video, code, or structured content.","鑷姩浜у嚭鍚勭褰㈠紡鐨勫唴瀹广€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","new content","鏂板唴瀹?","Content produced rather than merely retrieved.","绯荤粺鏍规嵁杈撳叆鏂板垱浣滃嚭鏉ョ殑鍐呭銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","prompt","鎻愮ず璇嶏紱鎻愮ず","Instructions or source material given to a generative system.","鍛婅瘔鐢熸垚寮?AI 瑕佸仛浠€涔堢殑鏂囧瓧鎴栬緭鍏ャ€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","source material","鏉ユ簮鏉愭枡","Material supplied to guide a task or generation.","鎻愪緵缁欑郴缁熷弬鑰冪殑鍘熷鏉愭枡銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","internal numerical pattern","鍐呴儴鏁板€兼ā寮?","A numerical representation used inside a model.","妯″瀷鍐呴儴鐢ㄦ暟瀛楄〃绀虹殑瑙勫緥銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","output piece","杈撳嚭鐗囨","One unit produced during generation.","鐢熸垚缁撴灉涓殑涓€灏忓潡锛屽璇嶃€佸儚绱犳垨闊抽鍗曞厓銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","pixel generation","鍍忕礌鐢熸垚","Producing visual output units.","閫愭鐢熸垚缁勬垚鍥剧墖鐨勮瑙変俊鎭€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","audio unit","闊抽鍗曞厓","A small unit of generated sound.","鐢熸垚澹伴煶鏃朵娇鐢ㄧ殑涓€灏忔闊抽淇℃伅銆?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
"01","Artificial Intelligence","structured content","缁撴瀯鍖栧唴瀹?","Generated content following a requested schema or structure.","鎸夊瓧娈垫垨鍥哄畾鏍煎紡鐢熸垚鐨勫唴瀹广€?","01-artificial-intelligence.html","01-artificial-intelligence.md","Main Candidate"
